tweet_id,author_id,text,created_at,intent,should_escalate,escalation_reason,predicted_intent
902972,307331,@SpotifyCares Here is the Screenshot. I pressed shuffle. It happens in all his songs. https://t.co/HwF5UXxPDZ,Fri Oct 20 01:25:31 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
1695250,514331,@SpotifyCares My Spotify keeps getting connected to a random device. I have changed my password but it keeps happening. How I delete device https://t.co/5EB7kPIGWM,Mon Nov 06 14:49:29 +0000 2017,account_login_security,true,account security issue requiring human investigation,account_login_security
1087962,376423,@SpotifyCares Now let's talk about lowering my payments 👀,Mon Oct 23 18:59:38 +0000 2017,billing_payment,false,not needed,feedback_other
854029,322854,"@SpotifyCares Hello, I wanna change my Spotify account username please 😭 Pls help 🙏",Mon Oct 09 14:46:10 +0000 2017,feature_information,false,not needed,account_login_security
1648657,486619,@SpotifyCares i️ signed up for hulu + spotify student discount. spotify took out $4.99 as agreed but hulu took their full portion out. did i️ miss a step?,Sun Nov 05 22:49:48 +0000 2017,student_plan,false,not needed,student_plan
190106,160576,"@SpotifyCares it's a playlist in a set of folders. full path is ""feeling kind of... -&gt; ...emo -&gt; (all of the emo diaries)"". 119 songs. i was connected to wi-fi and got the errors i shared earlier.  but when i paired over bluetooth i was able to play the playlist. heard of that problem before?",Wed Oct 04 21:11:42 +0000 2017,app_technical_issue,false,not needed,playback_music_issue
1007900,156320,"Hey, @SpotifyCares. Sent you guys a couple of DMs. Need your help.",Fri Dec 01 00:59:41 +0000 2017,feedback_other,false,not needed,feedback_other
566314,252760,@SpotifyCares hi i tried paying for Spotify premium on the 99p offer but some how its disappeared when i went to subscribe,Sat Dec 02 17:03:51 +0000 2017,premium_subscription,false,not needed,premium_subscription
873980,327487,@SpotifyCares someone cares :’),Fri Oct 20 21:51:01 +0000 2017,feedback_other,false,not needed,feedback_other
2364788,590664,@SpotifyCares Just got the update 😘,Tue Nov 21 16:38:28 +0000 2017,feedback_other,false,not needed,app_technical_issue
1853820,554698,@SpotifyCares why can't I listen to frank ocean on spotify!!? :((((,Thu Oct 19 04:51:59 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
2075077,613698,@SpotifyCares why can't I access the student discount?? says it can't verify me as a student???,Tue Oct 10 04:51:36 +0000 2017,student_plan,false,not needed,student_plan
2644216,746077,"Hey @SpotifyCares trying to get around the student discount, but site crashed before I could finish. Says 'having a bad day' but $ taken out",Tue Oct 31 03:52:35 +0000 2017,billing_payment,true,payment taken after failed student discount attempt; billing/refund investigation,student_plan
2823488,786727,"@SpotifyCares @127637 Hello, I've got  a problem to join a Spotify family account, error message: ""600 - Oups ! Une erreur s'est produite. Réessayez plus tard."" Can you help me?",Mon Nov 27 08:53:47 +0000 2017,family_plan,false,not needed,family_plan
1836171,438700,"@SpotifyCares I am not, when I click on his music the play bar on the bottom just goes away. if I try to queue it, it says ""Cannot queue this content.""",Wed Oct 18 16:11:01 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
2913825,806606,Why @SpotifyCares ??!!! 😞😞 https://t.co/nS1u4DfUoX,Tue Nov 28 20:43:07 +0000 2017,feedback_other,false,not needed,feedback_other
1081104,375023,"@SpotifyCares Hi there! I'm trying to pay my 9,99$/month and it keeps declining. I even tried my mom's card and still declines. HELP😣😤😰",Fri Oct 13 14:20:54 +0000 2017,billing_payment,false,not needed,feedback_other
2150426,314912,@115888 @SpotifyCares seriously? https://t.co/hTCjjTzhgA,Thu Nov 09 00:31:49 +0000 2017,feedback_other,false,not needed,feedback_other
345531,198225,@SpotifyCares @127153 @SpotifyCares You can even compare the quality versus his YouTube version.  @127153 https://t.co/fF22Ja041m,Sat Oct 07 19:50:49 +0000 2017,feedback_other,false,not needed,feedback_other
2005797,593156,@SpotifyCares @593154 virgin,Sat Nov 04 10:03:27 +0000 2017,feedback_other,false,not needed,feedback_other
257853,177344,@SpotifyCares @115888,Thu Oct 05 19:27:27 +0000 2017,feedback_other,false,not needed,feedback_other
1162335,393482,@115888 @SpotifyCares Why haven’t u created an explicit filter after 5+ yrs of customer requests? Pandora did it...I’d rather not switch...,Fri Nov 10 17:16:43 +0000 2017,feedback_other,false,not needed,feedback_other
1739399,524946,@SpotifyCares Absolutely do it! Thank you!,Tue Oct 17 20:18:10 +0000 2017,feedback_other,false,not needed,feedback_other
135133,146437,@SpotifyCares Seems to be the radio having issues playing non Christmas Classics and I can't share em. Christmas Hits and Christmas Classics.,Fri Nov 24 09:03:17 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
1306144,425232,@SpotifyCares  I need to close my sons account. __email__. He used a facebook account that no longer exists.,Fri Oct 27 02:14:06 +0000 2017,account_login_security,true,,account_login_security
1396382,444714,"@SpotifyCares Ok, thank you so much 💕",Sat Oct 28 14:47:53 +0000 2017,feedback_other,false,not needed,feedback_other
1742971,525737,"@SpotifyCares hey my play.spotify isnt working. the play button refuses to work and its my account that doesnt work, tried on more pc's",Fri Nov 03 12:01:53 +0000 2017,app_technical_issue,false,not needed,account_login_security
1870486,558637,@SpotifyCares this is not helpful i need a phone number,Thu Oct 19 22:47:10 +0000 2017,feature_information,false,not needed,feedback_other
156960,152050,@SpotifyCares Roughly how long does it take to get a response to a private message? Just sent one and I'm wondering. Cheers.,Fri Nov 24 16:53:24 +0000 2017,feature_information,false,not needed,feedback_other
2030758,600499,"@SpotifyCares Hi. Thanks. I have paid to changing my account into premium account, but turns out, my account is still free one. Pls advise.",Tue Nov 07 10:19:39 +0000 2017,premium_subscription,true,,premium_subscription
115238,141623,"@117153 @SpotifyCares I just bought the premium account but on the app it still says that I have a free account so I am not getting the premium status, what should I do?",Thu Nov 23 21:22:16 +0000 2017,premium_subscription,true,paid for Premium but account still shows Free; requires account-specific investigation,premium_subscription
1956242,580566,@SpotifyCares The music suggested is mostly remixes of existing music I have starred in my music already. Once I had 4 moby remixes in a row.,Mon Oct 30 15:26:22 +0000 2017,feature_information,false,not needed,playback_music_issue
315354,191285,@SpotifyCares Thank you.,Sat Oct 07 07:33:37 +0000 2017,feedback_other,false,not needed,feedback_other
1421474,123421,@SpotifyCares Hi. Thanks. I already have it working. It's just so clunky I wish I could use my phone as a remote.,Thu Nov 02 08:32:26 +0000 2017,feedback_other,false,not needed,feedback_other
2565928,727943,"@SpotifyCares Thanks, DM sent.",Thu Nov 16 23:03:49 +0000 2017,feedback_other,false,not needed,feedback_other
834143,318646,@SpotifyCares someone created an account with my email address. How do I close this account?,Mon Oct 09 02:05:46 +0000 2017,account_login_security,true,unauthorized account created using customer's email; requires account-specific investigation,account_login_security
130902,145551,"@SpotifyCares hi, yesterday i received an email saying that my spotify family was changed to spotify free bc you couldnt confirm my address. when i tried to confirm it i kept failing with ""3-ups, something wrong try again"". what should i do? my account is __email__ thx",Fri Nov 24 05:15:18 +0000 2017,family_plan,true,Family plan removed after failed address verification; requires account-specific investigation,family_plan
1855097,554970,"@SpotifyCares not only do you delete my playlists, you then delete my premium account? I'll take my business elsewhere if you don't want It!",Thu Oct 19 07:55:20 +0000 2017,premium_subscription,true,Premium account removed and playlists deleted; requires account-specific investigation,premium_subscription
2062087,609849,@SpotifyCares my spotify account has disconnected from my phone bill...why??,Fri Oct 06 11:35:38 +0000 2017,billing_payment,true,Spotify subscription disconnected from phone bill; requires account/payment investigation,account_login_security
2972081,292847,@SpotifyCares  https://t.co/naZQMgzthi,Thu Nov 30 01:34:18 +0000 2017,feedback_other,false,not needed,feedback_other
621412,267483,@SpotifyCares Ok thks guys!!!,Wed Oct 04 12:52:50 +0000 2017,feedback_other,false,not needed,feedback_other
2751322,528429,"@SpotifyCares is there a problem with your site? Can’t login to app or web player. Says incorrect user or pass, but I know they’re correct.",Tue Nov 21 00:33:38 +0000 2017,account_login_security,true,,account_login_security
115245,559149,@117153 @SpotifyCares I was charged for premium 3 days ago... It still shows I have a free account and dont have premium features... Please help. 🙏,Fri Oct 20 02:18:29 +0000 2017,premium_subscription,true,charged for Premium but account still shows Free; requires account/payment investigation,billing_payment
2076934,614261,"Spotify does not care! Tweeted them, no reply. I'm paying for this! To get hacked &amp; listen to crap music @115888 @SpotifyCares @116130",Mon Oct 09 10:07:17 +0000 2017,account_login_security,true,account appears to have been hacked; requires human investigation,playback_music_issue
845911,321061,"@SpotifyCares hey! I noticed that a few days ago, but I thought it was with an specific song, because I tried to download it while streaming it +",Fri Oct 20 15:36:13 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
2133712,627794,@SpotifyCares I need help logging into my Hulu account with my Student Spotify Premium! Can you please verify my info so I can access my Hulu?,Sun Nov 26 01:19:04 +0000 2017,student_plan,true,Student Premium customer needs account-specific Hulu access assistance.,premium_subscription
1683983,262187,"@SpotifyCares Hey KL, it doesn't actually work on the Desktop app. Is a Mac vs PC thing? I have the PC version installed on my work CPU, fwiw.",Mon Nov 06 18:24:59 +0000 2017,app_technical_issue,false,not needed,app_technical_issue
2922441,808780,@SpotifyCares Spotify seems to be down all over the world? Please update us. Thank you!,Tue Nov 28 20:58:51 +0000 2017,app_technical_issue,true,Possible widespread service outage requiring confirmation and incident handling.,app_technical_issue
1993071,589846,"@SpotifyCares US
Visions of Gideon
Mystery of Love",Fri Nov 03 12:38:00 +0000 2017,feedback_other,false,not needed,feedback_other
2315979,503434,"@SpotifyCares Both!!! At home and Work, my friend doesn’t appear to be having any issues",Fri Oct 20 11:04:27 +0000 2017,feedback_other,false,not needed,feedback_other
2165616,621547,@SpotifyCares 👍🏽,Thu Nov 09 16:47:06 +0000 2017,feedback_other,false,not needed,feedback_other
1974290,584670,@SpotifyCares why is that my queue only plays 50 songs from a 100 song playlist?,Wed Nov 01 11:09:24 +0000 2017,playlist_library,false,not needed,playback_music_issue
409457,212633,@SpotifyCares i'm in Portugal right now,Mon Oct 09 23:02:45 +0000 2017,feedback_other,false,not needed,feedback_other
203101,164062,@SpotifyCares And not have to sort through ALL new music.,Wed Oct 04 19:06:41 +0000 2017,feedback_other,false,not needed,playback_music_issue
211089,165998,@SpotifyCares I can't save my downloaded song to my storage device even it's availabe,Wed Oct 04 16:26:20 +0000 2017,app_technical_issue,false,not needed,playback_music_issue
2245990,486619,@SpotifyCares so i got hulu to cancel my account through roku. but i need help on how to merge my spotify and hulu accounts now,Fri Nov 10 22:17:27 +0000 2017,student_plan,true,Requires account-specific assistance to link or merge Spotify and Hulu accounts.,account_login_security
2507527,714913,"@115888 @SpotifyCares @117168 Hey Spotify! I've been having issues with a vulnerability on your platform, where Spotiamb.0.2.1 takes control of my account. Any assistance would be awesome. https://t.co/lfSnRlbCGI",Wed Nov 15 20:05:05 +0000 2017,account_login_security,true,Potential account compromise and security vulnerability requires human investigation.,account_login_security
1249135,413073,"@SpotifyCares I had an album from E-LP ""I'll Sleep When You're Dead"" on Microsoft groove account but you only seem to be getting one song?",Thu Oct 26 02:26:43 +0000 2017,playback_music_issue,false,not needed,account_login_security
994571,355584,@SpotifyCares app logged me out and was set to offline. Won't let me log in because of that and can't change it because i can't log in-help?,Fri Oct 13 21:14:41 +0000 2017,account_login_security,true,Customer is locked out and requires assistance restoring account access.,account_login_security
1461616,459224,@SpotifyCares I want to pay through the network(Thailand) and no promotion 3 months ฿13 https://t.co/GBGqmLlGB2,Sat Nov 25 06:54:50 +0000 2017,feedback_other,false,not needed,feedback_other
631977,269783,@SpotifyCares please ignore previous tweet I appear to have been able to sign back up for the £9.99 for 3 months deal,Wed Nov 22 13:14:13 +0000 2017,premium_subscription,false,not needed,feedback_other
181529,158649,"@SpotifyCares I have had eactly the same issue on iphone ios 10.3, app 8.4 and ipad ios 9.3, app 8.4",Wed Oct 04 05:24:57 +0000 2017,app_technical_issue,false,not needed,app_technical_issue
1263258,415854,@SpotifyCares 👌🏻👌🏻👌🏻👌🏻,Mon Oct 16 05:18:36 +0000 2017,feedback_other,false,not needed,feedback_other
902980,307331,"@SpotifyCares hey guys, why i cant play song that are not blacked out on the app?  I had the same problem trying to play songs by Queen",Thu Oct 19 18:48:05 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
313068,190764,@SpotifyCares Done,Sat Oct 07 12:17:56 +0000 2017,feedback_other,false,not needed,feedback_other
2045366,169272,@SpotifyCares all. My downloaded albums are no longer on my device,Wed Oct 04 18:53:13 +0000 2017,playback_music_issue,false,not needed,playlist_library
1891925,564149,@SpotifyCares you charged me 4.99 and I still have ads and no skips. What's up with that. Dm me.,Sun Oct 22 15:26:59 +0000 2017,billing_payment,true,Customer was charged but did not receive the expected subscription benefits; requires account/payment verification.,billing_payment
235217,172016,"@SpotifyCares Spotify's updated to 8.4.20, iOS 11.0.1, iPhone 6S Plus. Everything's running fine until I switch apps",Thu Oct 05 14:23:23 +0000 2017,app_technical_issue,false,not needed,feedback_other
2347850,678755,@SpotifyCares Whenever I receive a snap the music will just stop,Mon Nov 13 18:03:35 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
2635039,743898,@SpotifyCares is there an easier way to alphabetize my playlists  besides dragging and dropping,Fri Nov 17 19:16:33 +0000 2017,feedback_other,false,not needed,feedback_other
1020906,361584,@SpotifyCares Thanks babe,Thu Oct 12 15:37:44 +0000 2017,feedback_other,false,not needed,feedback_other
1197665,401404,@SpotifyCares explain to me why a CANADIAN band's album isn't available to a CANADIAN on Spotify??!,Wed Oct 25 02:32:43 +0000 2017,feedback_other,false,not needed,playlist_library
2699547,758395,@SpotifyCares https://t.co/q4ppDcGcLe,Tue Nov 28 23:50:25 +0000 2017,feedback_other,false,not needed,feedback_other
2389841,688462,"@SpotifyCares Help!! I've lost all my playlist from the very beginning of my spotify membership. I've been on https://t.co/nEAC926nhY ,only to find playlist made in 2017.. any tips?",Tue Nov 14 08:42:28 +0000 2017,playlist_library,true,Customer has lost historical playlists and needs account-specific investigation/recovery.,playlist_library
2960652,817091,@SpotifyCares Headphones work fine on all other devices and desktop player of this computer works fine w/o headphones.,Wed Nov 29 21:11:52 +0000 2017,app_technical_issue,false,not needed,feedback_other
388991,208045,"@SpotifyCares Nope, no errors. I got the app to work, but the web player refuses to start.",Mon Oct 09 15:41:42 +0000 2017,app_technical_issue,false,not needed,app_technical_issue
395410,209591,"@SpotifyCares . @SpotifyCares @115888 any updates or tracking number or ANYTHING on this? This issue keeps getting comments, and all we see is tumbleweed",Mon Oct 09 17:58:27 +0000 2017,feedback_other,true,Unresolved issue requires a status update or tracking information from support.,feedback_other
1599879,491261,@SpotifyCares when will @115888 be optimized for the #iPhoneX?,Sun Nov 05 02:47:31 +0000 2017,feedback_other,false,not needed,feedback_other
564536,252241,"@SpotifyCares i'm verified as a student but can't complete the purchase because i get a ""HTTP ERROR 500"" error, please either refund me or solve this it's been almost a week without my premium account",Sat Dec 02 15:31:04 +0000 2017,student_plan,true,Student Premium purchase is failing with a server error and requires payment/account investigation.,premium_subscription
1517192,472005,@SpotifyCares why won’t my Spotify play on shuffle when connected through Bluetooth in my car?,Fri Nov 03 18:30:38 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
1423845,450862,"@SpotifyCares NONE of my local files will download, i redownloaded the app and the desktop and now my old local files won't redownload to the app either https://t.co/aqAuVXF3yQ",Thu Nov 02 10:04:21 +0000 2017,app_technical_issue,false,not needed,app_technical_issue
252301,175986,um i just went to put together a little xtina playlist for my shower only to find back to basics isn’t on spotify anymore??? @SpotifyCares https://t.co/Qae75mDL94,Thu Oct 12 00:17:12 +0000 2017,playlist_library,false,not needed,playlist_library
1013935,359923,@SpotifyCares Both as far as I can tell. Haven’t tried airplane mode yet cause I didn’t see the connection,Fri Oct 13 15:03:16 +0000 2017,app_technical_issue,false,not needed,feedback_other
839943,319831,@SpotifyCares No error message. The app crashes or just pauses,Fri Oct 13 02:53:03 +0000 2017,feedback_other,false,not needed,app_technical_issue
1942212,313759,@SpotifyCares why does web player always have this message https://t.co/mpMEPpBJ6o,Sun Oct 29 22:00:20 +0000 2017,feedback_other,false,not needed,feedback_other
352224,199772,@SpotifyCares Where’s Dvsn’s new album?! It’s on Apple Music but not on Spotify? Also what’s this crap about a download limit?,Fri Oct 13 09:36:11 +0000 2017,feature_information,false,not needed,playback_music_issue
2336987,676159,@SpotifyCares only 60/151 songs on my playlist will download and I have no other playlists downloaded to my computer... is there a way to fix this?,Fri Oct 20 03:06:48 +0000 2017,playback_music_issue,false,not needed,feature_information
1803339,541870,@SpotifyCares @115888 Any chance of putting on @37032 new album. Just released today.,Fri Oct 13 13:28:26 +0000 2017,feedback_other,false,not needed,playlist_library
1813398,544772,@SpotifyCares plz help,Sat Oct 14 22:05:25 +0000 2017,feedback_other,false,not needed,feedback_other
2175398,637761,@SpotifyCares Is there any way of a spotify premium user to look into their own set of data so that they could perform some research of their own?,Thu Nov 09 14:36:28 +0000 2017,feature_information,false,not needed,premium_subscription
2315977,503434,"@SpotifyCares Sadly not just tried it there! So weird that some of my music is working but others don’t, add @34965 to the list",Fri Oct 20 08:10:28 +0000 2017,playback_music_issue,false,not needed,playback_music_issue
29614,122505,@SpotifyCares Hello! Is it normal that I only have one radio left? Can you tell me how to have more please? Cheers and have a great day! https://t.co/cBxAz3b347,Wed Nov 01 09:14:37 +0000 2017,feature_information,false,not needed,feedback_other
1705671,516977,"@SpotifyCares So I added some covers of ny fav artist to spotify, and i tried to sync it with my phone but when I try to listen to them offline",Mon Nov 06 22:09:45 +0000 2017,app_technical_issue,false,not needed,app_technical_issue
1195977,401017,".@SpotifyCares for the Takeoff (Migos) profile, it has the wrong albums. They’re by some other guy named Takeoff.",Wed Oct 25 01:45:06 +0000 2017,feature_information,true,Incorrect artist/album metadata requires investigation and correction.,playlist_library
2475162,707600,Hi @SpotifyCares I created my account with Facebook and for a reason I don't get I'm located in France. And impossible to change the country in my Spotify account. Help please! https://t.co/V1ajIAQBdY,Wed Nov 15 13:17:52 +0000 2017,account_login_security,true,Account-specific country setting cannot be changed and requires support assistance.,account_login_security
1181771,397914,@SpotifyCares and removing the songs one by one when you have 333 songs......hhhh it takes like 45 hours no joke,Tue Oct 24 22:31:10 +0000 2017,playlist_library,false,not needed,feedback_other
1043136,366676,"@SpotifyCares howdy, so my pal is a touch techno illiterate and doesn't know the email addy he used. Can you help him? #helpmehelphim",Thu Oct 12 22:06:11 +0000 2017,account_login_security,true,Account ownership verification may be required to identify the email associated with the account.,feedback_other
131818,145723,"@SpotifyCares I'll lose the downloaded data if I do that way :') I'll try it later, thanks! :)",Fri Nov 24 08:26:02 +0000 2017,feedback_other,false,not needed,feedback_other
2504278,714196,"@SpotifyCares Play, ff, etc on kaynoard no longer work",Fri Nov 17 03:48:51 +0000 2017,feedback_other,false,not needed,playback_music_issue
863721,294527,@SpotifyCares My premium ran out yesterday and now it's logged me out of my app without my knowledge and is refusing to log me back in 😧,Tue Nov 21 05:24:47 +0000 2017,premium_subscription,true,Customer is unable to access their account after an unexpected logout.,premium_subscription
2861221,340986,@SpotifyCares Still.,Tue Nov 28 00:35:11 +0000 2017,feedback_other,false,not needed,feedback_other
2545838,723613,@SpotifyCares https://t.co/8PU6eE3RDO,Thu Nov 16 14:29:12 +0000 2017,feedback_other,false,not needed,feedback_other
1807598,543042,@SpotifyCares ipaid for a student suppscription but it wont let me use my premium,Wed Oct 18 01:49:23 +0000 2017,student_plan,true,"Customer paid for a Student subscription but Premium benefits aren't active, requiring",premium_subscription
2552678,725069,"@SpotifyCares its set to the U.S, it's not coming up in the albums https://t.co/xBnmIaMcjJ",Thu Nov 16 15:06:46 +0000 2017,feedback_other,false,not needed,playlist_library
184606,159460,"@SpotifyCares okay, will let you know if I see this again",Mon Oct 16 18:55:48 +0000 2017,feedback_other,false,not needed,feedback_other
2025482,598992,@SpotifyCares @598991 Same thing is happening to me. it logged me out and now I can't get back in. incognito or otherwise,Mon Nov 06 16:33:52 +0000 2017,feedback_other,false,not needed,feedback_other
1952033,579674,I wanted to cancel my premium trial but it would not let me and I was charged today. I would like a refund please. Thanks! @SpotifyCares,Sun Oct 29 14:10:17 +0000 2017,billing_payment,true,Customer was charged after an unsuccessful trial cancellation and is requesting a refund.,billing_payment
1523743,473413,@SpotifyCares 2015 MacBook Pro running macOS 10.12.6. Spotify version 1.0.65.320.gac7a8e02. It also happens on the web player in chrome and,Thu Oct 19 15:01:58 +0000 2017,feedback_other,false,not needed,feedback_other
2040133,603230,"@SpotifyCares i logged out, now it sais im on a FREE plan, and ALL of my music that i had is NOW GONE. I am not all happy. Please fix this.",Tue Nov 07 21:55:47 +0000 2017,feedback_other,false,not needed,playback_music_issue
558601,250519,Please can you help @SpotifyCares my monthly subscription goes out on the 4th December if I sign up for a year at £99 today will I lose December's payment or should I wait until end December to get yearly offer?,Sat Dec 02 11:03:56 +0000 2017,feedback_other,false,not needed,premium_subscription
2653126,401404,"@SpotifyCares Hey guys! Quick question, would you be able to tell me when my Spotify account was created?",Sun Nov 19 05:31:30 +0000 2017,feedback_other,false,not needed,account_login_security
1815890,154077,@SpotifyCares HELP!!! My service is dead,Mon Oct 16 00:44:55 +0000 2017,feedback_other,false,not needed,feedback_other
2547407,723973,@SpotifyCares @723972 I'm listening in the USA y'all on some bullshit lemme try to restart,Thu Nov 16 14:43:18 +0000 2017,playback_music_issue,false,not needed,feedback_other
301175,187838,"@SpotifyCares Apparently it's not only me-asked the bf an hour away, and it goes silent for him too... :( Thanks for the quick replies!",Fri Oct 06 20:51:04 +0000 2017,feedback_other,false,not needed,feedback_other
2287720,664675,Is this still valid because I’m trying to add songs to my playlist and it won’t add anything after 656 @115888 @SpotifyCares https://t.co/SOS72y88Zf,Sun Nov 12 02:23:35 +0000 2017,playlist_library,false,not needed,playlist_library
41770,125200,"Also, where the is ""Nostalgia, Ultra""? @115888 @SpotifyCares",Wed Nov 01 15:14:47 +0000 2017,feedback_other,false,not needed,feedback_other
1567395,483712,@SpotifyCares someone changed my spotify email address! Not impressed @115888   now I'm locked out of my account!,Tue Oct 17 05:39:32 +0000 2017,account_login_security,true,Possible account compromise; unauthorized email change and account lockout require human investigation.,account_login_security
967401,349614,@SpotifyCares But I have done the reset function and it still hasn’t worked 😢 https://t.co/vU6OHkIurZ,Sun Oct 22 10:32:41 +0000 2017,feedback_other,false,not needed,feedback_other
2727203,764756,@SpotifyCares It keeps saying my email account is not associated with the account but yet this is where the emails come,Mon Nov 20 14:26:55 +0000 2017,feedback_other,false,not needed,account_login_security
776165,305457,@SpotifyCares Thanks for your help team!!! I'll get onto them,Thu Oct 12 03:50:35 +0000 2017,feedback_other,false,not needed,feedback_other
1162355,325183,"@SpotifyCares Thanks for the response, LM. Looking forward to the update!",Fri Nov 10 17:19:08 +0000 2017,feedback_other,false,not needed,app_technical_issue
2820845,786207,@SpotifyCares Like hellooooooooo !!!!!,Mon Nov 27 04:29:45 +0000 2017,feedback_other,false,not needed,feedback_other
1264719,416146,@SpotifyCares Version 8.4.22.515?,Thu Oct 26 12:19:36 +0000 2017,feedback_other,false,not needed,feedback_other
1569790,484168,@SpotifyCares That's silly. There needs 2 B a way to remove a song when it plays. Searching thru playlists to find the song and delete is ridic. 9 clicks.,Sun Nov 05 03:15:00 +0000 2017,playlist_library,false,not needed,playback_music_issue
2629102,221679,@SpotifyCares Chrome Version 62.0.3202.94  FWIW,Fri Nov 17 17:25:51 +0000 2017,feedback_other,false,not needed,feedback_other
168126,152999,@SpotifyCares No,Sat Nov 25 00:45:34 +0000 2017,feedback_other,false,not needed,feedback_other
1335484,574595,@431542 @425725 @SpotifyCares @116130 I can’t get it on my Spotify???,Sat Oct 28 12:05:36 +0000 2017,feedback_other,false,not needed,feedback_other
1933048,536688,@SpotifyCares either tell me how to do this or a feature request. Hard press on pause to have playback stop at the end of the current song?,Sat Oct 28 17:11:45 +0000 2017,account_login_security,false,not needed,playback_music_issue
2125247,625881,@SpotifyCares PLEASE help me fix this! I'm locked out of my account someone changed the email address and password.,Wed Nov 08 18:04:11 +0000 2017,account_login_security,true,Possible account compromise; unauthorized email and password changes require human intervention.,account_login_security
2547422,723975,@SpotifyCares So free premium for life or do I have to switch to Apple Music since they have take care,Thu Nov 16 14:17:50 +0000 2017,premium_subscription,false,not needed,premium_subscription
2964666,817963,"@SpotifyCares @113729 Specifically his older material! ""Devin Townsend"" &amp; ""Devin Townsend Band"". Please come back soon :(",Wed Nov 29 22:26:06 +0000 2017,feedback_other,false,not needed,feedback_other
