tweet_id,author_id,text,intent,notes
1532345,475306,@SpotifyCares I shall drop you a DM in a bit. Seems to be happening to others though looking online and the Spotify forum thingy!,,
1869192,558306,@SpotifyCares I tried that when I first noticed the other day. It reappeared after a few days. First on Radio page. Each station thumbnail pulsed/flashed https://t.co/5fDCAXnhNj,,
1471773,450267,"@SpotifyCares I have an iPhone 6, with iOS 11.0.2 software. The version of Spotify I have is 8.4.20.535",,
1943158,577752,"@SpotifyCares The sound was coming from the banner ads, which is why I was confused. I'm not sure which version I have now, how would I check?",,
1275676,414369,@SpotifyCares hi! I've been trying to DM you guys about my artist verification. Can someone help me out? Thanks!,,
2283776,663682,@663683 @663680 @118266 @SpotifyCares anak radio sw emang gak cocok make spotify..,,
1972504,584232,@SpotifyCares I want to delete an old account that I no longer have access to through email and forgot the password 😔,,
2795587,780105,"@SpotifyCares It’s all good guys, it’s working now! Thank you for responding anyways👍🏻",,
323065,192956,@SpotifyCares Thank you! OS - 10.11.6 Spotify version - 1.0.65.320.gac7a8e02,,
997196,356134,@SpotifyCares @356133 same here 504 Gateway Time-out,,
369857,203625,"@SpotifyCares My student discount/hulu isn't working even after doing the steps in the FAQ, what's your email?",,
1117796,190236,what yall doing about this @SpotifyCares https://t.co/lD1ervQbPn,,
1670459,508515,@SpotifyCares Looks ok so far.....,,
336728,196329,"@SpotifyCares Hey is there a way to change the Family Administrator name (ie, the name who the invite comes from)?",,
337084,196428,Hey @115888 I want to auto-block edited versions of songs. It's impossible to enjoy @16197 &amp; @16198 edited. @SpotifyCares,,
629905,269244,@SpotifyCares I hope that this time it will take less than 8 months! 😉 https://t.co/zwzobGJvME,,
1695040,514281,@SpotifyCares Hello. The web player's been on and off all day. https://t.co/Jk9rXvcPIn,,
315114,191231,@SpotifyCares That fixed it! Thanks a lot and have a nice day/night! https://t.co/iNocKhGgLv,,
416823,214443,@SpotifyCares so as frustrating as you guys are they did an awesome job at helping Thankyou again 🤷‍♀️🤷‍♀️🤷‍♀️🙌🙌🙌,,
1703341,516362,"Dear @115888 @SpotifyCares I will (and others too) really appreciate it if you can let us download more, will you? Please! https://t.co/PBxbpiGUKj",,
2653035,647443,@SpotifyCares Why is my music on my phone randomly pausing and say it's playing suggested songs rather than the playlist I asked for?,,
2175363,637750,"@SpotifyCares Please pass on these thoughts!
You're not yet letting users create true ""radio stations"" if it's just crossfaded (not segued) music with no control over timings and no host links - but.. you're SO close.. https://t.co/7Ua8IOADQo",,
150647,150365,@SpotifyCares I have a £4.99/month student account. Why did you charge me £9.99 this month?!,,
547892,247478,um @spotifycares why isnt pencey prep on spotify anymore pls put it back,,
2264775,659249,@SpotifyCares Thank you for the reply!,,
2520094,717829,@SpotifyCares My premium has been cancelled even though I have a receipt and paid for the month on the 26th of November. It won’t let me fix this and I am not happy.,,
1148107,183147,@SpotifyCares i’ve noticed it does it when my service switches from 3G to LTE or vice versa. Or if I do anything involving the internet.,,
1238308,410463,"@SpotifyCares Yes sir, thanks 👍",,
2853001,151907,"@SpotifyCares For some reason, I can't log in, even though I typed in the correct username and password.",,
2624179,741308,"hi @SpotifyCares, i can't change my nickname back to before i'd connected my account with Facebook. after disconnection it still doesnt work",,
2148243,631415,@SpotifyCares https://t.co/liSOs0cies,,
2070414,540572,"@SpotifyCares when I listen to Bon Iver, it plays their songs, but shows other artists’ album covers and info instead.",,
557258,250120,"@SpotifyCares Hi. As of a few days ago, my Android Spotify app will no longer send music to my Sonos system. It shows the devices, selecting them does nothing. The Sonos app can send to Sonos.  I uninstalled and reinstalled both apps.",,
404756,211795,"@SpotifyCares Any chance to in future add the option to sort the playlists one's following? As in: own pl's, spotify's, friends, ...?",,
311699,190436,@SpotifyCares Thank you much,,
226788,170133,"@SpotifyCares Already done that too, wayyy ahead of you. No joy.",,
2802531,781775,@SpotifyCares Sent through DM!,,
1897298,393724,@SpotifyCares thank you!,,
1037626,260315,"@SpotifyCares iP 7 Plus, iP Pro 10,5 &amp; iPAir. All runs iOS 10.3.3. Even the tracks offline simply don't open. I noticed this only in this band all tracks",,
429658,217183,"@SpotifyCares yep, i get that, but the only option is Chile... do i need to move to another country to actually change my country?",,
2718572,510246,@SpotifyCares It happens on my xbox and samsung s7 edge and it should be the latest version of the app i tried a test account you gave me last time i said about the glitch and the same thing happened,,
2890051,801259,@SpotifyCares What do you mean of mobile provider? https://t.co/FvdcOx5rwK,,
223054,169279,@SpotifyCares  I have to pay if I want to not shuffle through my own personal music that I own from CDs? Are you serious?,,
2577781,730871,"@SpotifyCares Yes, I saw it. thanks 😊",,
327154,193970,"@SpotifyCares whenever I play music on Spotify, it doesn’t come up on the control Centre on my phone so can’t change songs when out the app?",,
2692972,756948,@SpotifyCares just sent you you a request by DM. Let me know if you can help. Thanks,,
699076,286747,@SpotifyCares It’s the worst thing i have ever experienced.,,
1643556,502317,"@SpotifyCares hello spotify if you could please help me with this that would be great, i really need to listen to jessica simpson",,
1000265,356814,@SpotifyCares Its saying 'It looks like you are using your Facebook credentials' so i log into my facebook to edited it and it still wont let me remove it,,
2051157,606586,"@SpotifyCares hello, got an email that my email address was changed. I'm not behind the request. Can we DM?",,
2449893,700253,@SpotifyCares What's the deal here? Why the cap? https://t.co/4H1k7jlxhf,,
2598008,659498,"@SpotifyCares No error message, a little gray bar pops up at the bottom of the screen when I tap a song but it doesn’t play at all :(",,
2276880,662174,@SpotifyCares Will do,,
1739272,524914,@SpotifyCares Tack!,,
2110155,622514,@SpotifyCares I don’t have Spotify on my desktop. How can I get you the information you need from the phone app,,
2653183,748213,@SpotifyCares 8.4.26.770 arm v7 🤔,,
418214,214781,"@SpotifyCares I used facebook to sign in before and now when I try logging in, it doesn't let me sign in with my facebook password nor my facebook itself.",,
2360629,681690,@SpotifyCares I have an unknown device accessing my Spotify called “spotifyamb0.2.1” what should I do to make it so that the device can no longer connect???,,
1989704,588838,2/2 is not from a country where Spotify is offered. This is clearly not true. Not sure if you don't want my business. @SpotifyCares,,
1490387,466131,@SpotifyCares I finally fixed it by installing from the win10 app store ...,,
1352476,325435,@SpotifyCares Even includes marching bands and drum lines. Thank you spotify.,,
833501,318486,@SpotifyCares primo,,
1146229,389797,"@SpotifyCares any reason that when I create playlists it says ""by 21egqp37obp2ybundetm6q7ya"" and not my name? how do I change this?",,
2277603,662328,"@SpotifyCares Yes, have over 500 songs on one and there’s no easy way to get from top to bottom.",,
2414538,647489,@694027 @115888 @SpotifyCares updated to today’s version and the app just crashes on my X. sucks.,,
341107,197494,"@SpotifyCares But that's it, I can add it to pl's and view artist etc just can't listen. 😳",,
566343,252769,@SpotifyCares What does means DM?. Thanx you,,
1220183,406288,"Yo @SpotifyCares @115888, when are y'all launching in South Africa? 😥",,
513057,238041,@SpotifyCares volume dropped to below half as a result of changing streaming from another device to phone. How do I get it back?,,
1691150,513387,@SpotifyCares  Im paying for an account i cant get into at all ! Please help.,,
97660,137379,"@SpotifyCares I'm having trouble with the password you requested I reset. I keep getting an error message: The CSRF token is invalid. Please please resubmit form.

Got a solution for me?",,
2153126,573856,@SpotifyCares Randomization broke and no sort option on Android mobile app. Serious? I'll be elsewhere till you get your shit together.,,
837601,319327,"@SpotifyCares Hello, I need help with something, I'd rather not publicly tweet.",,
2560540,726763,@SpotifyCares Ok so they have to make the artist profile for me  and all of that ? I shouldn’t try/do it myself ?,,
2139353,629176,@188805 @148826 @43839 @115888 @SpotifyCares please fix this soon,,
2175491,618949,@SpotifyCares will reputation be on Spotify on November 10th or not?,,
2390520,579736,@688460 @SpotifyCares Oalah.  Coba pake wadoyok mas. Kali aja worth it 😆😆,,
863678,325107,"@SpotifyCares Android 7.0
Spotify 8.4.26.770",,
2058838,608919,@spotifycares My experience with the app has been significantly worse since the touch-preview feature was taken away.,,
1832633,549835,"@SpotifyCares My phone is a Huawei P8 with 5.0.1 Android version.
Spotify 8.4.23.784
Thanks.",,
1703331,516359,@SpotifyCares its ok i have you in chat from your website now thanks,,
837214,319251,@SpotifyCares Hi I'm looking to buy a Fitbit Ionic. Will a Spotify app be available for this platform?,,
482490,229750,@SpotifyCares this has been happening for months and i'm going crazy! i will name my first born son 'spotify cares' if you can help me please and thank you in advance,,
2246459,393468,@SpotifyCares Here’s some video so you can hear both tracks. https://t.co/nvzdxl4X7u,,
2733028,766074,@SpotifyCares I HAVE BEEN TRYING TO CANCEL MY SUBSCRIPTION FOR MONTHS UNABLE TO CONTACT YOU PLEASE CANCEL ACCT FOR ROBIN MEAD @766074  LAST FOUR # CC 5558 DO THIS IMMEDIATELY. THANK YOU ROBIN MEAD,,
1205506,292709,Have a good lunch sa lahat except sa spotify na di pa rin binabalik premium ko!!! 😠 balik pera na lang ano @SpotifyCares,,
2734599,510250,"@SpotifyCares It’s an iPhone 7, 11.1 update, not sure how to tell what version Spotify is...  but there’s no queue button in the top corner anymore https://t.co/ost5uihoRs",,
649915,274504,"ok @SpotifyCares I want to sign up for a 3 month membership for $9.99 canadian, but I can't. What's going on?",,
2460876,156658,@SpotifyCares Hi have you any contact with the support team of @123765?,,
2835003,789138,@149503 @SpotifyCares what is this #spotiamb0.2.1. Is someone hacking my account? Please investigate. I am concerned with my #privacy. We don’t expect such issues with premium #spotify services. Thanks. https://t.co/rxIGGWnmOB,,
652509,275155,@SpotifyCares I see… How many votes does it take until a feature gets implemented?,,
2307186,669301,"@SpotifyCares Hey, can you help me get my songs on my iPod and keep them on my computer. I cannot play songs only shuffle but on the computer version I can play any song.",,
1380905,441430,@SpotifyCares No luck,,
809620,312917,@SpotifyCares Yeah it still gives me an error message. I called Starbucks and they said they would have to disconnect my numbers and make a new profile,,
1695218,514320,@SpotifyCares you guys charged my account even though I don't have premium!,,
1065552,371584,"@SpotifyCares all it does is tell me that the song is unavailable, and if i have the file on my computer I can import it",,
2337111,676191,@115888 @SpotifyCares possible to play playlists without any swearing?,,
1446600,455681,"@SpotifyCares Laptop, W11, I had to uninstall the damn app...",,
1122959,384844,"Anyone else getting really strange or explicit @115888 ads, even with premium? @SpotifyCares",,
1171624,395558,"@SpotifyCares upgraded to family account, redeem code does not work😡 what do you suggest?",,
2198087,473996,@SpotifyCares why can't you have a phone line?  It takes hours to exchange a few simple messages on Twitter #madness,,
681870,282720,"@SpotifyCares We have spotify for family, i have my account details but we have forgotten the username and password for the main account",,
539213,245033,"@SpotifyCares This link worked. But FYI, the link I showed you is what came in my promo email.",,
1949783,563422,@SpotifyCares Haha was waiting for that. “Pay us money and well stop smashing your ears with our overly loud adds” 😂😂🤘 smooth,,
2752834,770624,"@SpotifyCares I have been logged out of my account when I tried to reset my password, it said “CSRF token is invalid”. Help. https://t.co/etKjM55L5C",,
2076923,614259,@SpotifyCares Yep it was none of them to my knowledge. Offline mode was turned off so wasn't that and the app is the most recent. It was working at 1am?,,
1826396,548206,@SpotifyCares I am using an iPhone 6s and the most recent update on app and iPhone software,,
504274,235569,@SpotifyCares Just updated the app again to 8.4.30.688 (newest I can download from Play Store) and the problem persists,,
2320576,672531,hello @SpotifyCares @115888 we need this https://t.co/EJ79c6FCJ4,,
1827261,548424,"@SpotifyCares that's not an answer. Why can't I change my address for a family account? Why do you have this rigid, brittle system?",,
446145,220664,@SpotifyCares @115888 https://t.co/HB53yfHj15 wrong artist link for @5713. Should be https://t.co/6UKb84aeSV ;),,
563531,246829,"@SpotifyCares Arigato, Danke, Gracias, Grazie, Merci, Spasiba, Takk, Thanks, Toda",,
2308812,633115,@SpotifyCares Why do you guys treat us like dumb idiots? There piles of basic feature you guys have yet to implement like a settings button for Spotify Web. Having to copy every link into my desktop client as opposed to expecting the link to be opened by the client is dumb,,
836212,319062,@SpotifyCares hi I am trying to add on to my family’s account however the email link to join is not working. Can you help?,,
1290551,421663,@SpotifyCares Thanks for the fast response and passing my feedback to the dev team!,,
1440075,454187,"@SpotifyCares Done that as well, even reinstalled with different app accounts and users",,
1265633,416370,"@SpotifyCares Hmmmm, seems I cannot pick a Bewerbung password. Incorrect token. 🤔",,
1084530,375829,"@SpotifyCares Not on my phone, just my computer! Rebooting does nothing - I might try uninstall and reinstall Spotify",,
1065571,193568,"@SpotifyCares holaaaa is there any chance you can release more clean versions of popular artists albums like Travis Scott, j cole etc???",,
2970802,819439,"@115888 @SpotifyCares , please add all of vixx @113977 music to Spotify!! Thanks !",,
2622873,740999,@SpotifyCares Could you please dm me,,
2218972,648206,@SpotifyCares when will it be ready though? it’s been on Apple Music for AGES,,
2317516,671908,@SpotifyCares I've already restarted numerous times today with it happening but I'll humor you!,,
927651,340096,@SpotifyCares hiiii please look at my dm xx,,
2095060,618953,@SpotifyCares Yeah! That helped actually. I also restated the application. Thanks! ✌️,,
2439903,699801,@SpotifyCares Thank you for replying so soon this has helped me.,,
515445,238736,@SpotifyCares This is really bad news. I had been slowly being weaned off of my iTunes library due to the Local Files but now I will stay with iTunes,,
324646,193341,"@SpotifyCares I need helppp, please",,
2076509,614138,@SpotifyCares https://t.co/jBLZsBaW86,,
2584503,732384,@SpotifyCares @732383 I need the code too,,
2706976,760219,"@spotifycares today I had to reactivate my Spotify + Hulu student discount and when I try to activate it on Hulu I'm getting the error message ""We’re having trouble authorizing your account with Spotify. Please contact Spotify support to help resolve this issue.""",,
1887931,563052,@115888 @SpotifyCares @117168 I swear to god you need to bring back day and month on the date for albums and singles because it was super helpful for making time sensitive playlists. The year it was released isn't super helpful I care about at least the month,,
391824,208773,@115888 @SpotifyCares,,
1982664,586866,@SpotifyCares tried to cancel this subscription for months. $9.99 mth Order ID: __credit_card__ ♫Date: 2016-03-23 ♫Username: colleen.george1,,
2190750,641288,@SpotifyCares Tried my son's phone w/ Sony headphones. Worked like a charm!,,
1567382,483711,"@SpotifyCares So far it seems to be working I'll try my Bluetooth again later, thanks so much!! 😊",,
2393600,689159,"@SpotifyCares I will for sure, thank you for hearing me out. Do raise this issue with the @115888  management!!!",,
1722590,521174,"@SpotifyCares i paid for my premium acount, the report is in my profile but I can’t use Spotify in my phone outside my country",,
1941165,577282,@SpotifyCares Sent!,,
187586,160027,@SpotifyCares The latest version of Spotify. It’s only been since I have updated the app,,
1691136,513384,@SpotifyCares Omg thanks! As long as it’s not gone forever 🙏,,
338723,196862,@SpotifyCares The logo is just going dark for some reason lol. It’s version 8.4.20,,
67724,821792,"@SpotifyCares Dear Mr/Ms, already 2 day i'm try to register a new account but can't, why? please help me and thank you.",,
36167,123872,@SpotifyCares but on my app android works very well,,
464463,225439,Great work @SpotifyCares . Thanks for fixing my account!!,,
261679,178315,@178316 @SpotifyCares please fix? =),,
1742903,525723,@SpotifyCares hey ive sent you a DM could you please check it :),,
2332069,558576,@SpotifyCares Nvm it's my cellphone Carrier,,
1417888,449565,@SpotifyCares Her Spotify https://t.co/xeGpm5tTeM  and her song https://t.co/UCcmE3eXgf,,
2910951,805854,@SpotifyCares ayyyyyyyyeeeee helllppppp,,
714859,291009,@SpotifyCares do you guys/gals. still make improvement to android wear?,,
745223,298151,@SpotifyCares every time I try to join the family invitation I get an error message - Oops something went wrong?,,
1124163,163532,"@SpotifyCares Sorry for the wait, had to update the app for my tablet, and yes its doing the same as my phone",,
1698050,515031,@SpotifyCares I can't get into my account. It says that I connect through FaceBook but when I try to connect it won't login.,,
1417891,449565,@SpotifyCares I hope  so🙇 it's been a week since her song was released  .,,
133933,146173,I am not thankful for @SpotifyCares or @115888 given their Young Charlie playlist idolizing Charles Manson. Don't support race wars or I won't support you.,,
115238,141623,"@117153 @SpotifyCares I just bought the premium account but on the app it still says that I have a free account so I am not getting the premium status, what should I do?",,
2242875,653875,@SpotifyCares Hey! Every time I try to download music to my phone it says my collection is full. How do I clear my collection?,,
2225678,649720,"Hey @SpotifyCares! Why do you have the ""Funny Girl"" soundtrack but you don't have the ""Funny Lady"" soundtrack? #Barbra",,
1517969,472175,@SpotifyCares @115888 Unable to pause or rightclick + report. Only to mute whole PC and wait. Super annoying!!,,
30604,407494,@117153 @SpotifyCares I have been charged twice for September,,
1517960,472175,"@SpotifyCares Logged out/in of app and not seen repeat problem yet. But has now decided to open when PC reboots! Have changed settings back, but why?!",,
2963248,817658,"@hulu_support @115888 @117168 @SpotifyCares This being resolved, @SpotifyCares @115888 @117168, are you gonna let @176514 AND @hulu_support upstage y'all?",,
848512,321647,"@SpotifyCares iOS 10.2.1, version 8.4.22.515",,
808964,312761,@SpotifyCares is there an email for support... I am having troubles that your site does not help with in regards to subscription with Rogers,,
1797228,540018,@SpotifyCares Won’t let me use the college discount wow,,
783487,307002,@SpotifyCares sent you a DM please get back to me asap,,
211041,165991,@SpotifyCares It worked after a few attempts,,
1090614,377326,@SpotifyCares I am having problems with resetting my password. When I click the link it says I've already used the link?? Pls help,,
265513,179251,@SpotifyCares done. thanks.,,
659576,277062,@SpotifyCares I love you 😂 yeah we can,,
1825385,547950,@SpotifyCares would you be able to send me a message. I am having issues with the app since the new update ?,,
806548,312201,"@SpotifyCares One Plus 3T, Oxygen OS, Spotify version 8.4.22.857",,
485503,230507,"@SpotifyCares Web player is now working again for me, thanks for the response.",,
131806,145719,@SpotifyCares i am so sorry i am out for coffee i will do it asap,,
567165,253017,"Hey @SpotifyCares, I currently use Google Play Music and are contemplating the switch to Spotify. I would like to try the $0.99 promotion but I used a trial like 2 years ago... Mind hooking me up?",,
327638,194110,"@SpotifyCares Alright, thanks! I will subscribe to Spotify Premium today. ☺️",,
1249781,413229,".@SpotifyCares it makes me mad that you don't have ""We Made It"" by Drake ft. Soulja Boy on Spotify.",,
2230776,650975,@SpotifyCares hey each time i get a verizon add the app freezes. it’s annoying to have to restart the app over &amp; over. gonna be a #longday,,
1084533,375830,"@SpotifyCares I like cupcakke, lil dicky, and mr. muthafuckin exquire :)",,
925089,339525,"@SpotifyCares Some albums won't play - it seems entirely random and I've tried on desktop and app, saving as well as downloading. It makes no sense.",,
632000,269791,@SpotifyCares I am using a samsung s8 but on my chromebook I also can not listen to this music and I am using the latest version of the spotify app some numbers I can not play: 16 million frenna and la legge del piu porte from chris nolan and trapano from madman,,
2141760,629778,@SpotifyCares &amp; it keeps saving random playlist I've never heard of and saying I'm streaming on some iphone did I wanna switch back to my device.,,
875175,327788,@SpotifyCares Latest version (released today) seems to have fixed the issue for me. Thanks!,,
2912359,806196,"@SpotifyCares Hahah thank you, do you take these suggestions seriously though, be honest haha?",,
1922441,432784,@SpotifyCares please add Boom Boom to singles under Dinah Jane's listing please @69588,,
2298553,667205,"@SpotifyCares Resolved very quickly via email, Thank you, Romeo!",,
1944709,578105,@spotifycares sounds from the other side by @575404 will not play when you hit the shuffle play button. Please rectify. Thanks,,
1982313,586773,@SpotifyCares It never told me to cancel before my free trial ended and now im down 10 bucks rip,,
992103,355004,@SpotifyCares When I don't open the app in about 24 hours all my music are no longer downloaded,,
429648,217182,@SpotifyCares it's one direction,,
723105,199853,@SpotifyCares Please reply to my emails.,,
2790799,778904,"@spotifyCares I need help getting my account back, somebody went in and changed my email and password on me (no email verification for changes? really?)",,
1862655,556613,"@SpotifyCares Hi, I am part of a family subscription plan, although I am still being charged through my Paypal. Can you help please?",,
1821894,546928,"@115888 @117168 @116130 @SpotifyCares 
I really want all of @49660  studio albums avalible",,
1856872,555340,"@SpotifyCares At the end of the day, labelling a song is great...if you want to sit in front of your phone/tablet/PC watching the playlist.",,
36746,124016,"@SpotifyCares Worked a treat, thanks",,
2110135,622512,@SpotifyCares thanks but ill just go ahead and download the soundcloud app,,
